"Susceptible","Infected"
1000.0,0.0
999.0,1.0
941.0,59.0
546.0,454.0
230.0,770.0
104.0,896.0
40.0,960.0
12.0,988.0
7.0,993.0
2.0,998.0
